"","SubNum","DF","Tones","TactCond","seg"
"2884","Sub010","df4","ABA","Tact  A",0
"2885","Sub010","df4","ABA","Tact  A",1
"2886","Sub010","df4","ABA","Tact  A",1
"2887","Sub010","df4","ABA","Tact  A",0
"2888","Sub010","df4","ABA","Tact  A",0
"2889","Sub010","df4","ABA","Tact  A",1
"2890","Sub010","df4","ABA","Tact  A",0
"2891","Sub010","df4","ABA","Tact  A",0
"2892","Sub010","df4","ABA","Tact  A",0
"2893","Sub010","df4","ABA","Tact  A",1
"2894","Sub010","df4","ABA","Tact  A",1
"2895","Sub010","df4","ABA","Tact  A",1
"2896","Sub010","df4","ABA","Tact  A",1
"2897","Sub010","df4","ABA","Tact  A",1
"2898","Sub010","df4","ABA","Tact  A",1
"2899","Sub010","df4","ABA","Tact  A",1
"2900","Sub010","df4","ABA","Tact  A",1
"2901","Sub010","df4","ABA","Tact  A",0
"2902","Sub010","df4","ABA","Tact  A",0
"2903","Sub010","df4","ABA","Tact  A",0
"2904","Sub010","df4","ABA","Tact  A",0
"2905","Sub010","df4","ABA","Tact  A",0
"2906","Sub010","df4","ABA","Tact  A",0
"2907","Sub010","df4","ABA","Tact  A",1
"2908","Sub010","df4","ABA","Tact  A",1
"2909","Sub010","df4","ABA","Tact  A",1
"2910","Sub010","df4","ABA","Tact  A",1
"2911","Sub010","df4","ABA","Tact  A",1
"2912","Sub010","df4","ABA","Tact  A",0
"2913","Sub010","df4","ABA","Tact  A",0
"2914","Sub010","df4","ABA","Tact  A",0
"2915","Sub010","df4","ABA","Tact  A",0
"2916","Sub010","df4","ABA","Tact  A",0
"2917","Sub010","df4","ABA","Tact  A",0
"2918","Sub010","df4","ABA","Tact  A",0
"2919","Sub010","df4","ABA","Tact  A",1
"2920","Sub010","df4","ABA","Tact  A",0
"2921","Sub010","df4","ABA","TactABA",0
"2922","Sub010","df4","ABA","TactABA",1
"2923","Sub010","df4","ABA","TactABA",1
"2924","Sub010","df4","ABA","TactABA",0
"2925","Sub010","df4","ABA","TactABA",1
"2926","Sub010","df4","ABA","TactABA",0
"2927","Sub010","df4","ABA","TactABA",1
"2928","Sub010","df4","ABA","TactABA",0
"2929","Sub010","df4","ABA","TactABA",0
"2930","Sub010","df4","ABA","TactABA",0
"2931","Sub010","df4","ABA","TactABA",1
"2932","Sub010","df4","ABA","TactABA",0
"2933","Sub010","df4","ABA","TactABA",0
"2934","Sub010","df4","ABA","TactABA",1
"2935","Sub010","df4","ABA","TactABA",0
"2936","Sub010","df4","ABA","TactABA",1
"2937","Sub010","df4","ABA","TactABA",0
"2938","Sub010","df4","ABA","TactABA",1
"2939","Sub010","df4","ABA","TactABA",0
"2940","Sub010","df4","ABA","TactABA",0
"2941","Sub010","df4","ABA","TactABA",1
"2942","Sub010","df4","ABA","TactABA",1
"2943","Sub010","df4","ABA","TactABA",0
"2944","Sub010","df4","ABA","TactABA",1
"2945","Sub010","df4","ABA","TactABA",0
"2946","Sub010","df4","ABA","TactABA",0
"2947","Sub010","df4","ABA","TactABA",0
"2948","Sub010","df4","ABA","TactABA",1
"2949","Sub010","df4","ABA","TactABA",0
"2950","Sub010","df4","ABA","TactABA",0
"2951","Sub010","df4","ABA","TactABA",1
"2952","Sub010","df4","ABA","TactABA",0
"2953","Sub010","df4","ABA","TactABA",1
"2954","Sub010","df4","ABA","TactABA",0
"2955","Sub010","df4","ABA","TactABA",0
"2956","Sub010","df4","ABA","TactABA",0
"2957","Sub010","df4","ABA","TactABA",1
"2958","Sub010","df4","ABA","TactABA",1
"2959","Sub010","df4","ABA","TactABA",1
"2960","Sub010","df4","ABA","TactABA",0
"2961","Sub010","df4","ABA","TactOff",1
"2962","Sub010","df4","ABA","TactOff",0
"2963","Sub010","df4","ABA","TactOff",1
"2964","Sub010","df4","ABA","TactOff",1
"2965","Sub010","df4","ABA","TactOff",1
"2966","Sub010","df4","ABA","TactOff",1
"2967","Sub010","df4","ABA","TactOff",0
"2968","Sub010","df4","ABA","TactOff",0
"2969","Sub010","df4","ABA","TactOff",1
"2970","Sub010","df4","ABA","TactOff",1
"2971","Sub010","df4","ABA","TactOff",0
"2972","Sub010","df4","ABA","TactOff",0
"2973","Sub010","df4","ABA","TactOff",0
"2974","Sub010","df4","ABA","TactOff",1
"2975","Sub010","df4","ABA","TactOff",0
"2976","Sub010","df4","ABA","TactOff",0
"2977","Sub010","df4","ABA","TactOff",1
"2978","Sub010","df4","ABA","TactOff",0
"2979","Sub010","df4","ABA","TactOff",1
"2980","Sub010","df4","ABA","TactOff",0
"2981","Sub010","df4","ABA","TactOff",1
"2982","Sub010","df4","ABA","TactOff",0
"2983","Sub010","df4","ABA","TactOff",1
"2984","Sub010","df4","ABA","TactOff",1
"2985","Sub010","df4","ABA","TactOff",1
"2986","Sub010","df4","ABA","TactOff",1
"2987","Sub010","df4","ABA","TactOff",0
"2988","Sub010","df4","ABA","TactOff",0
"2989","Sub010","df4","ABA","TactOff",1
"2990","Sub010","df4","ABA","TactOff",1
"2991","Sub010","df4","ABA","TactOff",0
"2992","Sub010","df4","ABA","TactOff",0
"2993","Sub010","df4","ABA","TactOff",0
"2994","Sub010","df4","ABA","TactOff",1
"2995","Sub010","df4","ABA","TactOff",0
"2996","Sub010","df4","ABA","TactOff",0
"2997","Sub010","df4","ABA","TactOff",1
"2998","Sub010","df4","ABA","TactOff",0
"2999","Sub010","df4","ABA","TactOff",1
"3000","Sub010","df4","ABA","TactOff",0
"3001","Sub010","df4","ABA","Tact B ",0
"3002","Sub010","df4","ABA","Tact B ",1
"3003","Sub010","df4","ABA","Tact B ",1
"3004","Sub010","df4","ABA","Tact B ",0
"3005","Sub010","df4","ABA","Tact B ",0
"3006","Sub010","df4","ABA","Tact B ",1
"3007","Sub010","df4","ABA","Tact B ",1
"3008","Sub010","df4","ABA","Tact B ",0
"3009","Sub010","df4","ABA","Tact B ",0
"3010","Sub010","df4","ABA","Tact B ",1
"3011","Sub010","df4","ABA","Tact B ",1
"3012","Sub010","df4","ABA","Tact B ",1
"3013","Sub010","df4","ABA","Tact B ",0
"3014","Sub010","df4","ABA","Tact B ",1
"3015","Sub010","df4","ABA","Tact B ",0
"3016","Sub010","df4","ABA","Tact B ",1
"3017","Sub010","df4","ABA","Tact B ",1
"3018","Sub010","df4","ABA","Tact B ",1
"3019","Sub010","df4","ABA","Tact B ",1
"3020","Sub010","df4","ABA","Tact B ",1
"3021","Sub010","df4","ABA","Tact B ",1
"3022","Sub010","df4","ABA","Tact B ",0
"3023","Sub010","df4","ABA","Tact B ",1
"3024","Sub010","df4","ABA","Tact B ",1
"3025","Sub010","df4","ABA","Tact B ",0
"3026","Sub010","df4","ABA","Tact B ",1
"3027","Sub010","df4","ABA","Tact B ",0
"3028","Sub010","df4","ABA","Tact B ",1
"3029","Sub010","df4","ABA","Tact B ",1
"3030","Sub010","df4","ABA","Tact B ",1
"3031","Sub010","df4","ABA","Tact B ",1
"3032","Sub010","df4","ABA","Tact B ",0
"3033","Sub010","df4","ABA","Tact B ",1
"3034","Sub010","df4","ABA","Tact B ",0
"3035","Sub010","df4","ABA","Tact B ",1
"3036","Sub010","df4","ABA","Tact B ",1
"3037","Sub010","df4","ABA","Tact B ",1
"3038","Sub010","df4","ABA","Tact B ",0
"3039","Sub010","df4","ABA","Tact B ",0
"3040","Sub010","df4","ABA","Tact B ",0
"3361","Sub011","df4","ABA","Tact  A",0
"3362","Sub011","df4","ABA","Tact  A",0
"3363","Sub011","df4","ABA","Tact  A",1
"3364","Sub011","df4","ABA","Tact  A",1
"3365","Sub011","df4","ABA","Tact  A",1
"3366","Sub011","df4","ABA","Tact  A",1
"3367","Sub011","df4","ABA","Tact  A",1
"3368","Sub011","df4","ABA","Tact  A",0
"3369","Sub011","df4","ABA","Tact  A",0
"3370","Sub011","df4","ABA","Tact  A",0
"3371","Sub011","df4","ABA","Tact  A",1
"3372","Sub011","df4","ABA","Tact  A",1
"3373","Sub011","df4","ABA","Tact  A",1
"3374","Sub011","df4","ABA","Tact  A",1
"3375","Sub011","df4","ABA","Tact  A",1
"3376","Sub011","df4","ABA","Tact  A",1
"3377","Sub011","df4","ABA","Tact  A",1
"3378","Sub011","df4","ABA","Tact  A",1
"3379","Sub011","df4","ABA","Tact  A",1
"3380","Sub011","df4","ABA","Tact  A",1
"3381","Sub011","df4","ABA","Tact  A",0
"3382","Sub011","df4","ABA","Tact  A",0
"3383","Sub011","df4","ABA","Tact  A",1
"3384","Sub011","df4","ABA","Tact  A",0
"3385","Sub011","df4","ABA","Tact  A",1
"3386","Sub011","df4","ABA","Tact  A",0
"3387","Sub011","df4","ABA","Tact  A",1
"3388","Sub011","df4","ABA","Tact  A",1
"3389","Sub011","df4","ABA","Tact  A",1
"3390","Sub011","df4","ABA","Tact  A",0
"3391","Sub011","df4","ABA","Tact  A",1
"3392","Sub011","df4","ABA","Tact  A",0
"3393","Sub011","df4","ABA","Tact  A",1
"3394","Sub011","df4","ABA","Tact  A",1
"3395","Sub011","df4","ABA","Tact  A",1
"3396","Sub011","df4","ABA","Tact  A",1
"3397","Sub011","df4","ABA","Tact  A",1
"3398","Sub011","df4","ABA","Tact  A",1
"3399","Sub011","df4","ABA","Tact  A",1
"3400","Sub011","df4","ABA","Tact  A",1
"3401","Sub011","df4","ABA","TactABA",0
"3402","Sub011","df4","ABA","TactABA",1
"3403","Sub011","df4","ABA","TactABA",0
"3404","Sub011","df4","ABA","TactABA",0
"3405","Sub011","df4","ABA","TactABA",0
"3406","Sub011","df4","ABA","TactABA",1
"3407","Sub011","df4","ABA","TactABA",0
"3408","Sub011","df4","ABA","TactABA",1
"3409","Sub011","df4","ABA","TactABA",0
"3410","Sub011","df4","ABA","TactABA",0
"3411","Sub011","df4","ABA","TactABA",1
"3412","Sub011","df4","ABA","TactABA",0
"3413","Sub011","df4","ABA","TactABA",1
"3414","Sub011","df4","ABA","TactABA",0
"3415","Sub011","df4","ABA","TactABA",0
"3416","Sub011","df4","ABA","TactABA",1
"3417","Sub011","df4","ABA","TactABA",1
"3418","Sub011","df4","ABA","TactABA",0
"3419","Sub011","df4","ABA","TactABA",0
"3420","Sub011","df4","ABA","TactABA",0
"3421","Sub011","df4","ABA","TactABA",0
"3422","Sub011","df4","ABA","TactABA",1
"3423","Sub011","df4","ABA","TactABA",1
"3424","Sub011","df4","ABA","TactABA",0
"3425","Sub011","df4","ABA","TactABA",0
"3426","Sub011","df4","ABA","TactABA",0
"3427","Sub011","df4","ABA","TactABA",0
"3428","Sub011","df4","ABA","TactABA",1
"3429","Sub011","df4","ABA","TactABA",0
"3430","Sub011","df4","ABA","TactABA",1
"3431","Sub011","df4","ABA","TactABA",0
"3432","Sub011","df4","ABA","TactABA",0
"3433","Sub011","df4","ABA","TactABA",0
"3434","Sub011","df4","ABA","TactABA",1
"3435","Sub011","df4","ABA","TactABA",0
"3436","Sub011","df4","ABA","TactABA",0
"3437","Sub011","df4","ABA","TactABA",0
"3438","Sub011","df4","ABA","TactABA",0
"3439","Sub011","df4","ABA","TactABA",0
"3440","Sub011","df4","ABA","TactABA",0
"3441","Sub011","df4","ABA","TactOff",1
"3442","Sub011","df4","ABA","TactOff",0
"3443","Sub011","df4","ABA","TactOff",1
"3444","Sub011","df4","ABA","TactOff",1
"3445","Sub011","df4","ABA","TactOff",1
"3446","Sub011","df4","ABA","TactOff",1
"3447","Sub011","df4","ABA","TactOff",1
"3448","Sub011","df4","ABA","TactOff",0
"3449","Sub011","df4","ABA","TactOff",1
"3450","Sub011","df4","ABA","TactOff",1
"3451","Sub011","df4","ABA","TactOff",0
"3452","Sub011","df4","ABA","TactOff",1
"3453","Sub011","df4","ABA","TactOff",1
"3454","Sub011","df4","ABA","TactOff",1
"3455","Sub011","df4","ABA","TactOff",1
"3456","Sub011","df4","ABA","TactOff",1
"3457","Sub011","df4","ABA","TactOff",0
"3458","Sub011","df4","ABA","TactOff",1
"3459","Sub011","df4","ABA","TactOff",1
"3460","Sub011","df4","ABA","TactOff",1
"3461","Sub011","df4","ABA","TactOff",1
"3462","Sub011","df4","ABA","TactOff",0
"3463","Sub011","df4","ABA","TactOff",1
"3464","Sub011","df4","ABA","TactOff",1
"3465","Sub011","df4","ABA","TactOff",1
"3466","Sub011","df4","ABA","TactOff",1
"3467","Sub011","df4","ABA","TactOff",1
"3468","Sub011","df4","ABA","TactOff",0
"3469","Sub011","df4","ABA","TactOff",1
"3470","Sub011","df4","ABA","TactOff",1
"3471","Sub011","df4","ABA","TactOff",0
"3472","Sub011","df4","ABA","TactOff",1
"3473","Sub011","df4","ABA","TactOff",1
"3474","Sub011","df4","ABA","TactOff",1
"3475","Sub011","df4","ABA","TactOff",1
"3476","Sub011","df4","ABA","TactOff",1
"3477","Sub011","df4","ABA","TactOff",0
"3478","Sub011","df4","ABA","TactOff",1
"3479","Sub011","df4","ABA","TactOff",1
"3480","Sub011","df4","ABA","TactOff",1
"3481","Sub011","df4","ABA","Tact B ",0
"3482","Sub011","df4","ABA","Tact B ",1
"3483","Sub011","df4","ABA","Tact B ",1
"3484","Sub011","df4","ABA","Tact B ",1
"3485","Sub011","df4","ABA","Tact B ",1
"3486","Sub011","df4","ABA","Tact B ",0
"3487","Sub011","df4","ABA","Tact B ",0
"3488","Sub011","df4","ABA","Tact B ",1
"3489","Sub011","df4","ABA","Tact B ",1
"3490","Sub011","df4","ABA","Tact B ",1
"3491","Sub011","df4","ABA","Tact B ",0
"3492","Sub011","df4","ABA","Tact B ",1
"3493","Sub011","df4","ABA","Tact B ",1
"3494","Sub011","df4","ABA","Tact B ",1
"3495","Sub011","df4","ABA","Tact B ",1
"3496","Sub011","df4","ABA","Tact B ",0
"3497","Sub011","df4","ABA","Tact B ",0
"3498","Sub011","df4","ABA","Tact B ",1
"3499","Sub011","df4","ABA","Tact B ",0
"3500","Sub011","df4","ABA","Tact B ",1
"3501","Sub011","df4","ABA","Tact B ",0
"3502","Sub011","df4","ABA","Tact B ",1
"3503","Sub011","df4","ABA","Tact B ",1
"3504","Sub011","df4","ABA","Tact B ",1
"3505","Sub011","df4","ABA","Tact B ",1
"3506","Sub011","df4","ABA","Tact B ",1
"3507","Sub011","df4","ABA","Tact B ",1
"3508","Sub011","df4","ABA","Tact B ",0
"3509","Sub011","df4","ABA","Tact B ",1
"3510","Sub011","df4","ABA","Tact B ",1
"3511","Sub011","df4","ABA","Tact B ",1
"3512","Sub011","df4","ABA","Tact B ",0
"3513","Sub011","df4","ABA","Tact B ",1
"3514","Sub011","df4","ABA","Tact B ",1
"3515","Sub011","df4","ABA","Tact B ",1
"3516","Sub011","df4","ABA","Tact B ",0
"3517","Sub011","df4","ABA","Tact B ",1
"3518","Sub011","df4","ABA","Tact B ",1
"3519","Sub011","df4","ABA","Tact B ",0
"3520","Sub011","df4","ABA","Tact B ",0
"3521","Sub012","df4","ABA","Tact  A",0
"3522","Sub012","df4","ABA","Tact  A",0
"3523","Sub012","df4","ABA","Tact  A",1
"3524","Sub012","df4","ABA","Tact  A",1
"3525","Sub012","df4","ABA","Tact  A",1
"3526","Sub012","df4","ABA","Tact  A",0
"3527","Sub012","df4","ABA","Tact  A",0
"3528","Sub012","df4","ABA","Tact  A",0
"3529","Sub012","df4","ABA","Tact  A",1
"3530","Sub012","df4","ABA","Tact  A",0
"3531","Sub012","df4","ABA","Tact  A",1
"3532","Sub012","df4","ABA","Tact  A",0
"3533","Sub012","df4","ABA","Tact  A",0
"3534","Sub012","df4","ABA","Tact  A",0
"3535","Sub012","df4","ABA","Tact  A",1
"3536","Sub012","df4","ABA","Tact  A",1
"3537","Sub012","df4","ABA","Tact  A",1
"3538","Sub012","df4","ABA","Tact  A",1
"3539","Sub012","df4","ABA","Tact  A",1
"3540","Sub012","df4","ABA","Tact  A",1
"3541","Sub012","df4","ABA","Tact  A",0
"3542","Sub012","df4","ABA","Tact  A",0
"3543","Sub012","df4","ABA","Tact  A",1
"3544","Sub012","df4","ABA","Tact  A",1
"3545","Sub012","df4","ABA","Tact  A",1
"3546","Sub012","df4","ABA","Tact  A",1
"3547","Sub012","df4","ABA","Tact  A",1
"3548","Sub012","df4","ABA","Tact  A",0
"3549","Sub012","df4","ABA","Tact  A",0
"3550","Sub012","df4","ABA","Tact  A",0
"3551","Sub012","df4","ABA","Tact  A",1
"3552","Sub012","df4","ABA","Tact  A",0
"3553","Sub012","df4","ABA","Tact  A",0
"3554","Sub012","df4","ABA","Tact  A",1
"3555","Sub012","df4","ABA","Tact  A",1
"3556","Sub012","df4","ABA","Tact  A",1
"3557","Sub012","df4","ABA","Tact  A",1
"3558","Sub012","df4","ABA","Tact  A",1
"3559","Sub012","df4","ABA","Tact  A",1
"3560","Sub012","df4","ABA","Tact  A",1
"3561","Sub012","df4","ABA","TactABA",0
"3562","Sub012","df4","ABA","TactABA",0
"3563","Sub012","df4","ABA","TactABA",1
"3564","Sub012","df4","ABA","TactABA",1
"3565","Sub012","df4","ABA","TactABA",1
"3566","Sub012","df4","ABA","TactABA",1
"3567","Sub012","df4","ABA","TactABA",0
"3568","Sub012","df4","ABA","TactABA",0
"3569","Sub012","df4","ABA","TactABA",0
"3570","Sub012","df4","ABA","TactABA",1
"3571","Sub012","df4","ABA","TactABA",1
"3572","Sub012","df4","ABA","TactABA",0
"3573","Sub012","df4","ABA","TactABA",0
"3574","Sub012","df4","ABA","TactABA",1
"3575","Sub012","df4","ABA","TactABA",0
"3576","Sub012","df4","ABA","TactABA",0
"3577","Sub012","df4","ABA","TactABA",1
"3578","Sub012","df4","ABA","TactABA",1
"3579","Sub012","df4","ABA","TactABA",1
"3580","Sub012","df4","ABA","TactABA",0
"3581","Sub012","df4","ABA","TactABA",1
"3582","Sub012","df4","ABA","TactABA",0
"3583","Sub012","df4","ABA","TactABA",1
"3584","Sub012","df4","ABA","TactABA",1
"3585","Sub012","df4","ABA","TactABA",1
"3586","Sub012","df4","ABA","TactABA",1
"3587","Sub012","df4","ABA","TactABA",1
"3588","Sub012","df4","ABA","TactABA",0
"3589","Sub012","df4","ABA","TactABA",0
"3590","Sub012","df4","ABA","TactABA",0
"3591","Sub012","df4","ABA","TactABA",0
"3592","Sub012","df4","ABA","TactABA",0
"3593","Sub012","df4","ABA","TactABA",0
"3594","Sub012","df4","ABA","TactABA",0
"3595","Sub012","df4","ABA","TactABA",0
"3596","Sub012","df4","ABA","TactABA",0
"3597","Sub012","df4","ABA","TactABA",0
"3598","Sub012","df4","ABA","TactABA",1
"3599","Sub012","df4","ABA","TactABA",0
"3600","Sub012","df4","ABA","TactABA",0
"3601","Sub012","df4","ABA","TactOff",0
"3602","Sub012","df4","ABA","TactOff",0
"3603","Sub012","df4","ABA","TactOff",1
"3604","Sub012","df4","ABA","TactOff",1
"3605","Sub012","df4","ABA","TactOff",1
"3606","Sub012","df4","ABA","TactOff",1
"3607","Sub012","df4","ABA","TactOff",0
"3608","Sub012","df4","ABA","TactOff",1
"3609","Sub012","df4","ABA","TactOff",0
"3610","Sub012","df4","ABA","TactOff",1
"3611","Sub012","df4","ABA","TactOff",1
"3612","Sub012","df4","ABA","TactOff",1
"3613","Sub012","df4","ABA","TactOff",0
"3614","Sub012","df4","ABA","TactOff",0
"3615","Sub012","df4","ABA","TactOff",1
"3616","Sub012","df4","ABA","TactOff",0
"3617","Sub012","df4","ABA","TactOff",1
"3618","Sub012","df4","ABA","TactOff",1
"3619","Sub012","df4","ABA","TactOff",0
"3620","Sub012","df4","ABA","TactOff",0
"3621","Sub012","df4","ABA","TactOff",0
"3622","Sub012","df4","ABA","TactOff",0
"3623","Sub012","df4","ABA","TactOff",1
"3624","Sub012","df4","ABA","TactOff",1
"3625","Sub012","df4","ABA","TactOff",1
"3626","Sub012","df4","ABA","TactOff",1
"3627","Sub012","df4","ABA","TactOff",0
"3628","Sub012","df4","ABA","TactOff",1
"3629","Sub012","df4","ABA","TactOff",0
"3630","Sub012","df4","ABA","TactOff",1
"3631","Sub012","df4","ABA","TactOff",1
"3632","Sub012","df4","ABA","TactOff",1
"3633","Sub012","df4","ABA","TactOff",0
"3634","Sub012","df4","ABA","TactOff",0
"3635","Sub012","df4","ABA","TactOff",1
"3636","Sub012","df4","ABA","TactOff",0
"3637","Sub012","df4","ABA","TactOff",1
"3638","Sub012","df4","ABA","TactOff",1
"3639","Sub012","df4","ABA","TactOff",0
"3640","Sub012","df4","ABA","TactOff",0
"3641","Sub012","df4","ABA","Tact B ",0
"3642","Sub012","df4","ABA","Tact B ",1
"3643","Sub012","df4","ABA","Tact B ",1
"3644","Sub012","df4","ABA","Tact B ",1
"3645","Sub012","df4","ABA","Tact B ",1
"3646","Sub012","df4","ABA","Tact B ",1
"3647","Sub012","df4","ABA","Tact B ",0
"3648","Sub012","df4","ABA","Tact B ",0
"3649","Sub012","df4","ABA","Tact B ",0
"3650","Sub012","df4","ABA","Tact B ",0
"3651","Sub012","df4","ABA","Tact B ",0
"3652","Sub012","df4","ABA","Tact B ",1
"3653","Sub012","df4","ABA","Tact B ",0
"3654","Sub012","df4","ABA","Tact B ",0
"3655","Sub012","df4","ABA","Tact B ",1
"3656","Sub012","df4","ABA","Tact B ",0
"3657","Sub012","df4","ABA","Tact B ",1
"3658","Sub012","df4","ABA","Tact B ",1
"3659","Sub012","df4","ABA","Tact B ",0
"3660","Sub012","df4","ABA","Tact B ",0
"3661","Sub012","df4","ABA","Tact B ",1
"3662","Sub012","df4","ABA","Tact B ",0
"3663","Sub012","df4","ABA","Tact B ",1
"3664","Sub012","df4","ABA","Tact B ",1
"3665","Sub012","df4","ABA","Tact B ",1
"3666","Sub012","df4","ABA","Tact B ",1
"3667","Sub012","df4","ABA","Tact B ",1
"3668","Sub012","df4","ABA","Tact B ",0
"3669","Sub012","df4","ABA","Tact B ",0
"3670","Sub012","df4","ABA","Tact B ",1
"3671","Sub012","df4","ABA","Tact B ",0
"3672","Sub012","df4","ABA","Tact B ",1
"3673","Sub012","df4","ABA","Tact B ",1
"3674","Sub012","df4","ABA","Tact B ",0
"3675","Sub012","df4","ABA","Tact B ",0
"3676","Sub012","df4","ABA","Tact B ",1
"3677","Sub012","df4","ABA","Tact B ",1
"3678","Sub012","df4","ABA","Tact B ",1
"3679","Sub012","df4","ABA","Tact B ",1
"3680","Sub012","df4","ABA","Tact B ",1
